frame,start,end
106,90739,90746
46,90747,90754
7,90754,90761
15,90762,90769
116,90769,90776
90,90777,90784
55,90784,90792
58,90792,90799
107,90800,90807
99,90807,90814
66,90815,90822
93,90822,90829
89,90830,90837
9,90837,90844
82,90845,90852
84,90852,90859
30,90860,90867
109,90867,90874
113,90875,90882
58,90882,90889
52,90890,90897
1,90897,90904
45,90905,90912
58,90912,90919
117,90920,90927
114,90927,90934
4,90935,90942
12,90942,90950
48,90950,90957
80,90958,90965
49,90965,90972
6,90973,90980
33,90980,90987
93,90988,90995
87,90995,91002
80,91003,91010
10,91010,91017
86,91018,91025
104,91025,91032
6,91033,91040
7,91040,91047
47,91048,91055
106,91055,91062
93,91063,91070
21,91070,91077
28,91078,91085
80,91085,91092
100,91093,91100
76,91101,91108
55,91108,91115
106,91116,91123
109,91123,91130
46,91131,91138
105,91138,91145
73,91146,91153
45,91153,91160
64,91161,91168
46,91168,91175
62,91176,91183
85,91183,91190
89,91191,91198
71,91198,91205
72,91206,91213
3,91213,91220
90,91221,91228
79,91228,91235
92,91236,91243
106,91243,91250
9,91251,91258
65,91259,91266
64,91266,91273
90,91274,91281
109,91281,91288
58,91289,91296
80,91296,91303
48,91304,91311
93,91311,91318
24,91319,91326
42,91326,91333
95,91334,91341
61,91341,91348
56,91349,91356
112,91356,91363
106,91364,91371
8,91371,91378
82,91379,91386
108,91386,91393
44,91394,91401
63,91401,91409
13,91409,91416
44,91417,91424
76,91424,91431
59,91432,91439
83,91439,91446
117,91447,91454
59,91454,91461
55,91462,91469
29,91469,91476
20,91477,91484
117,91484,91491
116,91492,91499
64,91499,91506
74,91507,91514
68,91514,91521
85,91522,91529
47,91529,91536
84,91537,91544
86,91544,91551
15,91552,91559
92,91559,91567
29,91567,91574
71,91575,91582
15,91582,91589
86,91590,91597
97,91597,91604
-1,91605,91612
48,91612,91619
88,91620,91627
85,91627,91634
113,91635,91642
98,91642,91649
51,91650,91657
15,91657,91664
44,91665,91672
63,91672,91679
36,91680,91687
16,91687,91694
80,91695,91702
6,91702,91709
52,91710,91717
75,91718,91725
40,91725,91732
61,91733,91740
107,91740,91747
56,91748,91755
57,91755,91762
69,91763,91770
96,91770,91777
49,91778,91785
60,91785,91792
116,91793,91800
104,91800,91807
97,91808,91815
50,91815,91822
12,91823,91830
89,91830,91837
103,91838,91845
41,91845,91852
59,91853,91860
109,91860,91867
22,91868,91875
29,91876,91883
117,91883,91890
108,91891,91898
92,91898,91905
34,91906,91913
14,91913,91920
5,91921,91928
17,91928,91935
98,91936,91943
74,91943,91950
55,91951,91958
38,91958,91965
68,91966,91973
63,91973,91980
41,91981,91988
107,91988,91995
8,91996,92003
96,92003,92010
113,92011,92018
54,92018,92026
105,92026,92033
16,92034,92041
22,92041,92048
96,92049,92056
24,92056,92063
5,92064,92071
38,92071,92078
61,92079,92086
-1,92086,92093
48,92094,92101
34,92101,92108
86,92109,92116
20,92116,92123
36,92124,92131
107,92131,92138
37,92139,92146
76,92146,92153
34,92154,92161
59,92161,92168
81,92169,92176
89,92176,92184
12,92184,92191
45,92192,92199
77,92199,92206
0,92207,92214
20,92214,92221
18,92222,92229
34,92229,92236
94,92237,92244
45,92244,92251
81,92252,92259
50,92259,92266
15,92267,92274
73,92274,92281
17,92282,92289
104,92289,92296
107,92297,92304
117,92304,92311
43,92312,92319
103,92319,92326
90,92327,92334
80,92335,92342
109,92342,92349
22,92350,92357
106,92357,92364
100,92365,92372
48,92372,92379
28,92380,92387
4,92387,92394
12,92395,92402
94,92402,92409
35,92410,92417
100,92417,92424
18,92425,92432
20,92432,92439
81,92440,92447
43,92447,92454
27,92455,92462
59,92462,92469
110,92470,92477
30,92477,92484
72,92485,92492
84,92493,92500
117,92500,92507
82,92508,92515
96,92515,92522
43,92523,92530
58,92530,92537
32,92538,92545
8,92545,92552
78,92553,92560
43,92560,92567
110,92568,92575
74,92575,92582
15,92583,92590
73,92590,92597
22,92598,92605
85,92605,92612
109,92613,92620
100,92620,92627
72,92628,92635
58,92635,92642
56,92643,92650
25,92651,92658
6,92658,92665
42,92666,92673
108,92673,92680
75,92681,92688
87,92688,92695
87,92696,92703
13,92703,92710
76,92711,92718
86,92718,92725
84,92726,92733
24,92733,92740
106,92741,92748
67,92748,92755
34,92756,92763
116,92763,92770
27,92771,92778
36,92778,92785
53,92786,92793
86,92793,92801
43,92801,92808
101,92809,92816
59,92816,92823
86,92824,92831
84,92831,92838
16,92839,92846
91,92846,92853
14,92854,92861
88,92861,92868
12,92869,92876
32,92876,92883
92,92884,92891
110,92891,92898
56,92899,92906
81,92906,92913
30,92914,92921
4,92921,92928
86,92929,92936
91,92936,92943
36,92944,92951
70,92951,92959
92,92959,92966
98,92967,92974
112,92974,92981
80,92982,92989
34,92989,92996
67,92997,93004
20,93004,93011
53,93012,93019
72,93019,93026
49,93027,93034
33,93034,93041
59,93042,93049
53,93049,93056
106,93057,93064
101,93064,93071
101,93072,93079
45,93079,93086
83,93087,93094
48,93094,93101
104,93102,93109
80,93110,93117
103,93117,93124
79,93125,93132
113,93132,93139
2,93140,93147
107,93147,93154
102,93155,93162
40,93162,93169
104,93170,93177
73,93177,93184
54,93185,93192
78,93192,93199
43,93200,93207
89,93207,93214
87,93215,93222
13,93222,93229
35,93230,93237
20,93237,93244
32,93245,93252
116,93252,93259
83,93260,93267
-1,93268,93275
107,93275,93282
86,93283,93290
109,93290,93297
52,93298,93305
68,93305,93312
90,93313,93320
34,93320,93327
59,93328,93335
17,93335,93342
19,93343,93350
64,93350,93357
23,93358,93365
9,93365,93372
32,93373,93380
57,93380,93387
101,93388,93395
96,93395,93402
97,93403,93410
15,93410,93418
14,93418,93425
112,93426,93433
92,93433,93440
100,93441,93448
7,93448,93455
92,93456,93463
116,93463,93470
116,93471,93478
112,93478,93485
16,93486,93493
45,93493,93500
53,93501,93508
114,93508,93515
39,93516,93523
62,93523,93530
9,93531,93538
47,93538,93545
74,93546,93553
97,93553,93560
33,93561,93568
44,93568,93576
63,93576,93583
12,93584,93591
42,93591,93598
81,93599,93606
104,93606,93613
103,93614,93621
12,93621,93628
28,93629,93636
29,93636,93643
42,93644,93651
21,93651,93658
23,93659,93666
75,93666,93673
9,93674,93681
6,93681,93688
99,93689,93696
35,93696,93703
104,93704,93711
63,93711,93718
100,93719,93726
47,93727,93734
99,93734,93741
73,93742,93749
70,93749,93756
15,93757,93764
5,93764,93771
54,93772,93779
45,93779,93786
14,93787,93794
48,93794,93801
78,93802,93809
28,93809,93816
46,93817,93824
50,93824,93831
101,93832,93839
53,93839,93846
78,93847,93854
43,93854,93861
18,93862,93869
5,93869,93876
70,93877,93884
64,93885,93892
33,93892,93899
72,93900,93907
27,93907,93914
15,93915,93922
10,93922,93929
64,93930,93937
39,93937,93944
86,93945,93952
53,93952,93959
5,93960,93967
86,93967,93974
62,93975,93982
75,93982,93989
89,93990,93997
87,93997,94004
10,94005,94012
86,94012,94019
68,94020,94027
117,94027,94035
25,94035,94042
38,94043,94050
64,94050,94057
95,94058,94065
105,94065,94072
48,94073,94080
2,94080,94087
52,94088,94095
12,94095,94102
110,94103,94110
73,94110,94117
113,94118,94125
90,94125,94132
31,94133,94140
12,94140,94147
48,94148,94155
98,94155,94162
22,94163,94170
60,94170,94177
113,94178,94185
41,94185,94193
24,94193,94200
58,94201,94208
35,94208,94215
42,94216,94223
113,94223,94230
79,94231,94238
19,94238,94245
3,94246,94253
95,94253,94260
61,94261,94268
3,94268,94275
44,94276,94283
103,94283,94290
27,94291,94298
57,94298,94305
22,94306,94313
19,94313,94320
88,94321,94328
105,94328,94335
101,94336,94343
19,94344,94351
102,94351,94358
74,94359,94366
87,94366,94373
7,94374,94381
96,94381,94388
38,94389,94396
69,94396,94403
40,94404,94411
74,94411,94418
102,94419,94426
75,94426,94433
96,94434,94441
39,94441,94448
41,94449,94456
92,94456,94463
115,94464,94471
36,94471,94478
35,94479,94486
68,94486,94493
30,94494,94501
53,94502,94509
36,94509,94516
89,94517,94524
3,94524,94531
-1,94532,94539
41,94539,94546
27,94547,94554
65,94554,94561
104,94562,94569
7,94569,94576
50,94577,94584
25,94584,94591
52,94592,94599
111,94599,94606
115,94607,94614
8,94614,94621
67,94622,94629
18,94629,94636
55,94637,94644
35,94644,94652
74,94652,94659
18,94660,94667
89,94667,94674
95,94675,94682
53,94682,94689
114,94690,94697
103,94697,94704
8,94705,94712
20,94712,94719
24,94720,94727
32,94727,94734
30,94735,94742
8,94742,94749
107,94750,94757
43,94757,94764
33,94765,94772
7,94772,94779
10,94780,94787
0,94787,94794
83,94795,94802
44,94802,94810
12,94810,94817
29,94818,94825
68,94825,94832
91,94833,94840
113,94840,94847
10,94848,94855
109,94855,94862
109,94863,94870
29,94870,94877
106,94878,94885
67,94885,94892
41,94893,94900
90,94900,94907
115,94908,94915
117,94915,94922
54,94923,94930
3,94930,94937
77,94938,94945
18,94945,94952
0,94953,94960
45,94961,94968
98,94968,94975
13,94976,94983
62,94983,94990
112,94991,94998
100,94998,95005
60,95006,95013
78,95013,95020
102,95021,95028
5,95028,95035
106,95036,95043
38,95043,95050
7,95051,95058
17,95058,95065
81,95066,95073
46,95073,95080
21,95081,95088
62,95088,95095
-1,95096,95103
93,95103,95110
92,95111,95118
40,95119,95126
26,95126,95133
22,95134,95141
82,95141,95148
11,95149,95156
49,95156,95163
65,95164,95171
70,95171,95178
71,95179,95186
107,95186,95193
87,95194,95201
57,95201,95208
-1,95209,95216
44,95216,95223
37,95224,95231
12,95231,95238
11,95239,95246
29,95246,95253
90,95254,95261
111,95261,95268
43,95269,95276
69,95277,95284
9,95284,95291
21,95292,95299
97,95299,95306
21,95307,95314
32,95314,95321
30,95322,95329
85,95329,95336
2,95337,95344
88,95344,95351
42,95352,95359
7,95359,95366
98,95367,95374
71,95374,95381
64,95382,95389
40,95389,95396
101,95397,95404
66,95404,95411
43,95412,95419
50,95419,95427
1,95427,95434
21,95435,95442
80,95442,95449
3,95450,95457
93,95457,95464
32,95465,95472
55,95472,95479
31,95480,95487
97,95487,95494
46,95495,95502
54,95502,95509
39,95510,95517
87,95517,95524
26,95525,95532
6,95532,95539
98,95540,95547
14,95547,95554
29,95555,95562
82,95562,95569
30,95570,95577
18,95577,95585
98,95585,95592
96,95593,95600
71,95600,95607
21,95608,95615
8,95615,95622
104,95623,95630
85,95630,95637
88,95638,95645
34,95645,95652
56,95653,95660
110,95660,95667
79,95668,95675
48,95675,95682
74,95683,95690
54,95690,95697
73,95698,95705
60,95705,95712
109,95713,95720
70,95720,95727
40,95728,95735
72,95736,95743
35,95743,95750
75,95751,95758
112,95758,95765
21,95766,95773
15,95773,95780
82,95781,95788
31,95788,95795
115,95796,95803
92,95803,95810
101,95811,95818
29,95818,95825
96,95826,95833
5,95833,95840
83,95841,95848
6,95848,95855
23,95856,95863
45,95863,95870
63,95871,95878
34,95878,95885
64,95886,95893
75,95894,95901
55,95901,95908
42,95909,95916
16,95916,95923
44,95924,95931
108,95931,95938
65,95939,95946
47,95946,95953
72,95954,95961
57,95961,95968
107,95969,95976
96,95976,95983
13,95984,95991
115,95991,95998
32,95999,96006
68,96006,96013
77,96014,96021
63,96021,96028
59,96029,96036
52,96036,96044
66,96044,96051
15,96052,96059
86,96059,96066
23,96067,96074
91,96074,96081
10,96082,96089
78,96089,96096
31,96097,96104
